국가,도,시,유튜브 채널명,영상 제목,영상 링크,업로드일,장소 이름,맵 링크,주소,위도,경도,카테고리,여행 일차,방문 순서,타임라인
중국,,상하이,Ruby루비,3박 4일 상하이🇨🇳 딱 핵심 코스만 요약해옴❤️‍🔥(고덕지도 링크 포함) 여행 필수 어플부터 웨이팅 꿀팁까지✅ 점도덕•헌저우이치엔•그랜드마더•우캉맨션•헤이티•예원•난징동루,https://youtu.be/O9By4I3T6Rk?si=zAD5mmuhmUpsbCIJ,2025-05-06,예원 ,https://maps.google.com/?cid=9556895105391581147,"279 Yu Yuan Lao Jie, 四牌楼 Huangpu, Shanghai, 중국 200000",31.2272355,121.492094,tourist_attraction,2,6,30:18
중국,,상하이,Ruby루비,3박 4일 상하이🇨🇳 딱 핵심 코스만 요약해옴❤️‍🔥(고덕지도 링크 포함) 여행 필수 어플부터 웨이팅 꿀팁까지✅ 점도덕•헌저우이치엔•그랜드마더•우캉맨션•헤이티•예원•난징동루,https://youtu.be/O9By4I3T6Rk?si=zAD5mmuhmUpsbCIJ,2025-05-06,很久以前只是家串店,https://maps.google.com/?cid=7003584830917775851,"180 Yunnan Rd (S), Huangpu, Shanghai, 중국 200021",31.2267493,121.4812492,point_of_interest,2,7,32:29
,,,,,,,,,,,,,,,
,,,,,"속초의 여름🌿 고성•속초 1박 2일 여행 필수 코스 | 만석닭강정, 청초수물회, 오징어순대, 소노펠리체 델피노 인피니티풀🚿",,,,,,,,,,
대한민국,강원,속초,Ruby루비,"속초의 여름🌿 고성•속초 1박 2일 여행 필수 코스 | 만석닭강정, 청초수물회, 오징어순대, 소노펠리체 델피노 인피니티풀🚿",https://www.youtube.com/watch?v=IlqBy4HYlnc,2024-07-20,소노캄 델피노,https://place.map.kakao.com/7822925,강원특별자치도 고성군 토성면 원암리 403-1,38.2105872009792,128.493844901879,"여행 > 숙박 > 콘도,리조트 > 소노호텔앤리조트",1,1,0:22
대한민국,강원,속초,Ruby루비,"속초의 여름🌿 고성•속초 1박 2일 여행 필수 코스 | 만석닭강정, 청초수물회, 오징어순대, 소노펠리체 델피노 인피니티풀🚿",https://www.youtube.com/watch?v=IlqBy4HYlnc,2024-07-20,아빠가 잡아온 붉은 대게,https://place.map.kakao.com/1912003227,강원특별자치도 속초시 중앙동 493-185,38.205300942874200,128.58960123740000,"가정,생활 > 식품판매 > 수산물판매",1,2,3:17
대한민국,강원,속초,Ruby루비,"속초의 여름🌿 고성•속초 1박 2일 여행 필수 코스 | 만석닭강정, 청초수물회, 오징어순대, 소노펠리체 델피노 인피니티풀🚿",https://www.youtube.com/watch?v=IlqBy4HYlnc,2024-07-20,만석 닭강정 중앙시장점,https://place.map.kakao.com/25046636,강원특별자치도 속초시 중앙동 471-4,38.204509525964100,128.59003724034900,음식점 > 간식 > 닭강정,1,3,3:32
대한민국,강원,속초,Ruby루비,"속초의 여름🌿 고성•속초 1박 2일 여행 필수 코스 | 만석닭강정, 청초수물회, 오징어순대, 소노펠리체 델피노 인피니티풀🚿",https://www.youtube.com/watch?v=IlqBy4HYlnc,2024-07-20,청초 수물회,https://place.map.kakao.com/26602585,강원특별자치도 속초시 조양동 1555-1,38.19214711524040,128.5905399503120,"음식점 > 한식 > 해물,생선 > 회",2,1,5:49
대한민국,강원,속초,Ruby루비,"속초의 여름🌿 고성•속초 1박 2일 여행 필수 코스 | 만석닭강정, 청초수물회, 오징어순대, 소노펠리체 델피노 인피니티풀🚿",https://www.youtube.com/watch?v=IlqBy4HYlnc,2024-07-20,바다담다 카페,https://place.map.kakao.com/522666672,강원특별자치도 속초시 동명동 1-193,38.212823561192,128.601072630114,음식점 > 카페,2,2,7:04
대한민국,강원,속초,Ruby루비,"속초의 여름🌿 고성•속초 1박 2일 여행 필수 코스 | 만석닭강정, 청초수물회, 오징어순대, 소노펠리체 델피노 인피니티풀🚿",https://www.youtube.com/watch?v=IlqBy4HYlnc,2024-07-20,영금정,https://place.map.kakao.com/7999903,강원특별자치도 속초시 동명동 1-185,38.21180584697200,128.60158579343500,"여행 > 관광,명소 > 문화유적 > 유적지",2,3,7:56
대한민국,강원,속초,Ruby루비,"속초의 여름🌿 고성•속초 1박 2일 여행 필수 코스 | 만석닭강정, 청초수물회, 오징어순대, 소노펠리체 델피노 인피니티풀🚿",https://www.youtube.com/watch?v=IlqBy4HYlnc,2024-07-20,옥란푸딩,https://place.map.kakao.com/233006036,강원특별자치도 속초시 조양동 1480-80,38.18641154757430,128.60365452076600,음식점 > 카페,2,4,8:33
